"","name_of_sat","country_of_contractor","users","purpose","class_of_orbit","launch_site","GEO","LEO","MEO","Guiana","Baikonur","Cape","Vandenberg","Xichang","Commercial","Government","Military","Civil","Communication","EObs","TechDev","GPS","SpScience","TechDemo","Martime"
"793","NBN-1A","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"794","NEOSSat","Canada","Government","Space Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"795","NigComSat-1R","China","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"796","NigeriaSat-2","United Kingdom","Government","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"797","Nigeriasat-X","United Kingdom","Government","Earth Observation/Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"798","Nilesat 102","France","Government","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"799","Nilesat 201","France","Government","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"800","Nimiq 2","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"801","Nimiq 4","France","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"802","Nimiq 5","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"803","Nimiq 6","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"804","NOAA-15","USA","Government","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"805","NOAA-18","USA","Government","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"806","NOAA-19","USA","Government","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"807","NPP","USA","Government","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"808","NSS-10","France","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"809","NSS-11","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"810","NSS-12","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"811","NSS-5","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"812","NSS-6","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"813","NSS-7","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"814","NSS-806","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"815","NSS-9","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"816","N-Star C","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"817","NUDT Phonesat","China","Military","Technology Demonstration","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"818","ÑuSat-1","Uruguay","Commercial","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"819","ÑuSat-2","Uruguay","Commercial","Earth Observation","LEO","Taiyuan Launch Center",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"820","O3b FM02","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"821","O3b FM03","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"822","O3b FM04","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"823","O3b FM05","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"824","O3b FM06","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"825","O3b FM07","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"826","O3b FM08","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"827","O3B FM09","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"828","O3B FM10","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"829","O3B FM11","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"830","O3B FM12","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"831","O3b PFM","France","Commercial","Communications","MEO","Guiana Space Center",0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"832","Oceansat-2","India","Government","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"833","OCO 2","USA","Government","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"834","OPTOS","Spain","Government","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"835","Optus 10","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"836","Optus and Defence C1","USA","Military/Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"837","Optus B3","USA","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"838","Optus D1","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"839","Optus D2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"840","Optus D3","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"841","ORBCOMM FM-4","USA","Commercial","Communications","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"842","ORBCOMM FM-103","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"843","ORBCOMM FM-104","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"844","ORBCOMM FM-105","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"845","ORBCOMM FM-106","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"846","ORBCOMM FM-107","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"847","ORBCOMM FM-108","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"848","ORBCOMM FM-109","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"849","ORBCOMM FM-110","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"850","ORBCOMM FM-111","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"851","ORBCOMM FM-112","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"852","ORBCOMM FM-113","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"853","ORBCOMM FM-114","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"854","ORBCOMM FM-115","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"855","ORBCOMM FM-116","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"856","ORBCOMM FM-117","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"857","ORBCOMM FM-118","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"858","ORBCOMM FM-119","USA","Commercial","Communications","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"859","OUFTI-1","Belgium","Civil","Technology Development","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"860","Paksat-1R","China","Government/Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
"861","Palapa C2","USA","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"862","Palapa D1","France","Commercial","Communications","GEO","Xichang Satellite Launch Center",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"863","USA 207","USA","Military","Communications","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"864","ParkinsonSat-1","USA","Civil","Technology Development","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"865","Cosmos 2407","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"866","Cosmos 2414","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"867","Cosmos 2463","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"868","Perseus M1","Russia/USA","Commercial","Communications","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"869","Perseus M2","Russia/USA","Commerical","Communications","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"870","Cosmos 2486","Russia","Military","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"871","Cosmos 2506","Russia","Military","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"872","Pléiades HR1A","France","Government","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"873","Pléiades HR1B","France","Government","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"874","PolyITAN-1","Ukraine","Civil","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"875","Popsat-HIP","Singapore","Commercial","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"876","Project for On-Board Autonomy (Proba 1)","Belgium","Government","Technology Demonstration","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"877","Project for On-Board Autonomy (Proba 2)","Belgium","Government","Technology Demonstration","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"878","Proba V","Belgium","Government","Earth Observation","LEO","Guiana Space Center",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"879","PropCube-1","USA","Military","Space Science","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"880","PropCube-3","USA","Military","Space Science","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"881","PUCPSat-1","Peru","Civil","Technology Development","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"882","Pujiang-1","China","Government","Technology Development","LEO","Jiuquan Satellite Launch Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"883","QB50Pl","Netherlands","Civil","Space Science","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"884","QB50P2","Netherlands","Civil","Space Science","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"885","Qsat-EOS","Japan","Civil","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"886","QueztSat-1","USA","Commercial","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"887","Radarsat-2","Canada/Italy","Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"888","Radio-ROSTO","Russia","Civil","Communications","MEO","Baikonur Cosmodrome",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"889","Cosmos 2450","Russia","Military","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"890","Raduga 1-M2","Russia","Military","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"891","Raduga 1-M3","Russia","Military","Communications","GEO","Baikonur Cosmodrome",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"892","USA 225","USA","Military","Technology Development","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"893","RapidEye-1","United Kingdom","Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"894","RapidEye-2","United Kingdom","Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"895","RapidEye-3","United Kingdom","Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"896","RapidEye-4","United Kingdom","Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"897","RapidEye-5","United Kingdom","Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"898","RASAT","Turkey","Government","Earth Observation","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"899","Rascom-QAF 1R","France","Commercial","Communications","GEO","Guiana Space Center",1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"900","INnovative technology Demonstration EXperiment satellite (INDEX)","Japan","Government","Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"901","Relek","Russia","Government","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"902","Resourcesat 2","India","Government","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"903","Resurs-DK1","Russia","Government/Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"904","Resurs-P1","Russia","Government/Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"905","Resurs-P2","Russia","Government/Commercial","Earth Observation/Communications/Space Science","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"906","Resurs-P3","Russia","Government/Commercial","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"907","RISat-1","India","Military","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"908","RISat-2","Israel","Military","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"909","Cosmos 2416","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"910","Cosmos 2437","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"911","Cosmos 2438","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"912","Cosmos 2439","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"913","Cosmos 2451","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"914","Cosmos 2453","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"915","Cosmos 2467","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"916","Cosmos 2468","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"917","Cosmos 2481","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"918","Cosmos 2482","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"919","Cosmos 2483","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"920","Cosmos 2484","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"921","Cosmos 2488","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"922","Cosmos 2489","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"923","Cosmos 2490","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"924","Cosmos 2496","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"925","Cosmos 2497","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"926","Cosmos 2498","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"927","Cosmos 2507","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"928","Cosmos 2508","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"929","Cosmos 2509","Russia","Military","Communications","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"930","Cosmos 2499","Russia","Military","Technology Development","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"931","Rumba","International","Government","Space Science","Elliptical","Baikonur Cosmodrome",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"932","Salsa","International","Government","Space Science","Elliptical","Baikonur Cosmodrome",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"933","Samba","International","Government","Space Science","Elliptical","Baikonur Cosmodrome",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"934","Sapphire","UK/Canada","Military","Space Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"935","SARAL","India","Government","Earth Observation","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"936","SAR-Lupe 1","Germany","Military","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"937","SAR-Lupe 2","Germany","Military","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"938","SAR-Lupe 3","Germany","Military","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"939","SAR-Lupe 4","Germany","Military","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"940","SAR-Lupe 5","Germany","Military","Earth Observation","LEO","Plesetsk Cosmodrome",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"941","Sathyabamasat","India","Civil","Earth Science","LEO","Satish Dhawan Space Center",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"942","Saudicomsat-1","Saudi Arabia","Commercial","Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"943","Saudicomsat-2","Saudi Arabia","Commercial","Technology Development","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"944","Saudicomsat-3","Saudi Arabia","Commercial","Communications","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"945","Saudicomsat-4","Saudi Arabia","Commercial","Communications","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"946","Saudicomsat-5","Saudi Arabia","Commercial","Communications","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"947","Saudicomsat-6","Saudi Arabia","Commercial","Communications","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"948","Saudicomsat-7","Saudi Arabia","Commercial","Communications","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"949","Saudisat 1C","Saudi Arabia","Government","Communications","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"950","Saudisat-2","Saudi Arabia","Government","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"951","Saudisat-3","Saudi Arabia","Government","Earth Observation","LEO","Baikonur Cosmodrome",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"952","Saudisat-4","Saudi Arabia","Government","Space Science","LEO","Dombarovsky Air Base",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"953","USA 230","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"954","USA 241","USA","Military","Earth Observation","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"955","USA 216","USA","Military","Space Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"956","USA 181","USA","Military","Earth Observation","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"957","USA 181","USA","Military","Earth Observation","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"958","USA 194","USA","Military","Earth Observation","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"959","USA 194","USA","Military","Earth Observation","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"960","USA 229","USA","Military","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"961","USA 229","USA","Military","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"962","USA 238","USA","Military","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"963","USA 238","USA","Military","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"964","USA 264","USA","Military","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"965","USA 264","USA","Military","Earth Observation","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"966","SCD-1","Brazil","Government","Earth Observation","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"967","SCD-2","Brazil","Government","Earth Observation","LEO","Cape Canaveral",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"968","Scisat-1","Canada","Government","Space Science","LEO","Vandenberg AFB",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
"969","SDO","USA","Government","Space Science","GEO","Cape Canaveral",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
